corpID	docID	sentNo	paragNo	aPos	ID	text	tokenFragment_start	tokenFragment_end	charSegment_start	charSegment_end	babelSynsetID	DBpediaURL	BabelNetURL	score	coherenceScore	globalScore	source
185	23574	4	1	0	4098186	QN : Has India built dual-use chemical production plants in Iran ?	3	3	9	13	bn:00010203n	http://dbpedia.org/resource/India	http://babelnet.org/rdf/s00010203n	0.86538464	1.0	0.27272728	BABELFY
185	23574	4	1	0	4098186	QN : Has India built dual-use chemical production plants in Iran ?	4	4	15	19	bn:00084198v		http://babelnet.org/rdf/s00084198v	0.0	0.0	0.0	MCS
185	23574	4	1	0	4098186	QN : Has India built dual-use chemical production plants in Iran ?	6	6	30	37	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.72727275	0.6666667	0.096969694	BABELFY
185	23574	4	1	0	4098186	QN : Has India built dual-use chemical production plants in Iran ?	7	7	39	48	bn:00064594n	http://dbpedia.org/resource/Production_(economics)	http://babelnet.org/rdf/s00064594n	0.8181818	0.5	0.054545455	BABELFY
185	23574	4	1	0	4098186	QN : Has India built dual-use chemical production plants in Iran ?	8	8	50	55	bn:00046568n	http://dbpedia.org/resource/Physical_plant	http://babelnet.org/rdf/s00046568n	0.0	0.0	0.0	MCS
185	23574	4	1	0	4098186	QN : Has India built dual-use chemical production plants in Iran ?	10	10	60	63	bn:00047447n	http://dbpedia.org/resource/Iran	http://babelnet.org/rdf/s00047447n	1.0	0.8333333	0.1969697	BABELFY
185	23574	1	2	0	4098187	ID:lcch_0002 .	0	0	0	1	bn:00037612n	http://dbpedia.org/resource/Mush_Records	http://babelnet.org/rdf/s00037612n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	2	2	6	9	bn:00048592n	http://dbpedia.org/resource/June	http://babelnet.org/rdf/s00048592n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	2	3	6	14	bn:02821539n	http://dbpedia.org/resource/1996	http://babelnet.org/rdf/s02821539n	1.0	0.71428573	0.6873614	BABELFY
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	6	6	22	27	bn:00028190n	http://dbpedia.org/resource/Lord's_Day	http://babelnet.org/rdf/s00028190n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	6	7	22	37	bn:03202625n	http://dbpedia.org/resource/The_Sunday_Telegraph	http://babelnet.org/rdf/s03202625n	1.0	0.071428575	0.0022172949	BABELFY
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	7	7	29	37	bn:00076383n	http://dbpedia.org/resource/Telegraphy	http://babelnet.org/rdf/s00076383n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	8	8	39	46	bn:00082233v		http://babelnet.org/rdf/s00082233v	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	12	12	59	64	bn:00110256a		http://babelnet.org/rdf/s00110256a	1.0	0.071428575	0.0022172949	BABELFY
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	14	14	86	89	bn:00014152n		http://babelnet.org/rdf/s00014152n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	17	17	100	105	bn:00003418n	http://dbpedia.org/resource/Native_Americans_in_the_United_States	http://babelnet.org/rdf/s00003418n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	17	18	100	116	bn:03355843n	http://dbpedia.org/resource/Government_of_India	http://babelnet.org/rdf/s03355843n	1.0	0.21428572	0.019955654	BABELFY
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	18	18	107	116	bn:00007299n	http://dbpedia.org/resource/Regime	http://babelnet.org/rdf/s00007299n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	21	21	129	134	bn:00088643v		http://babelnet.org/rdf/s00088643v	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	22	22	136	141	bn:00083063v		http://babelnet.org/rdf/s00083063v	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	23	23	143	151	bn:00053801n	http://dbpedia.org/resource/Stuff_(cloth)	http://babelnet.org/rdf/s00053801n	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	24	24	153	156	bn:13783090v		http://babelnet.org/rdf/s13783090v	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	26	26	161	171	bn:00085678v		http://babelnet.org/rdf/s00085678v	0.0	0.0	0.0	MCS
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	27	27	173	178	bn:00063256n	http://dbpedia.org/resource/Poison	http://babelnet.org/rdf/s00063256n	1.0	0.21428572	0.05321508	BABELFY
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	27	28	173	182	bn:00063260n		http://babelnet.org/rdf/s00063260n	0.9375	0.21428572	0.033259425	BABELFY
185	23574	2	2	0	4098188	On 23 June 1996 , the Sunday Telegraph reported about a `` secret multi-million-pound deal with the Indian government which will supply banned materials used to manufacture poison gas . ''	28	28	180	182	bn:00037382n	http://dbpedia.org/resource/Gas	http://babelnet.org/rdf/s00037382n	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	2	2	10	13	bn:00014152n		http://babelnet.org/rdf/s00014152n	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	4	4	17	21	bn:00010203n	http://dbpedia.org/resource/India	http://babelnet.org/rdf/s00010203n	0.9180791	0.9285714	0.19379845	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	6	6	28	32	bn:00084198v		http://babelnet.org/rdf/s00084198v	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	8	8	36	47	bn:00053113n		http://babelnet.org/rdf/s00053113n	1.0	0.071428575	5.963029E-4	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	9	9	49	56	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.8	0.5714286	0.066785924	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	9	10	49	62	bn:00018119n	http://dbpedia.org/resource/Chemical_plant	http://babelnet.org/rdf/s00018119n	1.0	0.5714286	0.047704235	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	10	10	58	62	bn:00035324n	http://dbpedia.org/resource/Plant	http://babelnet.org/rdf/s00035324n	0.73333335	0.78571427	0.1639833	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	12	12	67	72	bn:00171589n	http://dbpedia.org/resource/Qazvin	http://babelnet.org/rdf/s00171589n	1.0	0.071428575	5.963029E-4	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	17	17	90	93	bn:13783090v		http://babelnet.org/rdf/s13783090v	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	18	18	95	101	bn:00084082v		http://babelnet.org/rdf/s00084082v	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	19	19	103	113	bn:00108546a		http://babelnet.org/rdf/s00108546a	1.0	0.2857143	0.009540847	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	24	24	141	148	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.8	0.5714286	0.066785924	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	28	28	164	167	bn:13783090v		http://babelnet.org/rdf/s13783090v	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	30	30	172	178	bn:00084082v		http://babelnet.org/rdf/s00084082v	0.0	0.0	0.0	MCS
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	31	31	180	187	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.8	0.5714286	0.066785924	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	31	32	180	195	bn:00018125n	http://dbpedia.org/resource/Chemical_weapon	http://babelnet.org/rdf/s00018125n	1.0	0.42857143	0.025044722	BABELFY
185	23574	3	2	0	4098189	Under the deal , India will build a sophisticate chemical plant at Qazvin , which will be used produce phosphorous pentasulfide , a dual-use chemical that could be used to produce chemical weapons .	32	32	189	195	bn:00005704n	http://dbpedia.org/resource/Weapon	http://babelnet.org/rdf/s00005704n	0.88235295	0.21428572	0.008944544	BABELFY
185	23574	4	2	0	4098190	QN : What dual-use chemical will be produced at the Indian-Iranian joint venture at Qazvin ?	4	4	19	26	bn:00018096n	http://dbpedia.org/resource/Chemical_substance	http://babelnet.org/rdf/s00018096n	0.0	0.0	0.0	MCS
185	23574	4	2	0	4098190	QN : What dual-use chemical will be produced at the Indian-Iranian joint venture at Qazvin ?	7	7	36	43	bn:00086013v		http://babelnet.org/rdf/s00086013v	1.0	0.5	0.05882353	BABELFY
185	23574	4	2	0	4098190	QN : What dual-use chemical will be produced at the Indian-Iranian joint venture at Qazvin ?	11	11	67	71	bn:00105540a		http://babelnet.org/rdf/s00105540a	0.0	0.0	0.0	MCS
185	23574	4	2	0	4098190	QN : What dual-use chemical will be produced at the Indian-Iranian joint venture at Qazvin ?	11	12	67	79	bn:00048382n	http://dbpedia.org/resource/Joint_venture	http://babelnet.org/rdf/s00048382n	1.0	0.5	0.3529412	BABELFY
185	23574	4	2	0	4098190	QN : What dual-use chemical will be produced at the Indian-Iranian joint venture at Qazvin ?	12	12	73	79	bn:00079764n		http://babelnet.org/rdf/s00079764n	0.0	0.0	0.0	MCS
185	23574	1	3	0	4099202	ID:lcch_0003 .	0	0	0	1	bn:00037612n	http://dbpedia.org/resource/Mush_Records	http://babelnet.org/rdf/s00037612n	0.0	0.0	0.0	MCS
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	1	1	3	9	bn:00047960n	http://dbpedia.org/resource/January	http://babelnet.org/rdf/s00047960n	0.7567568	0.4	0.06635071	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	3	3	13	20	bn:00033882n	http://dbpedia.org/resource/February	http://babelnet.org/rdf/s00033882n	0.9655172	0.4	0.06635071	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	3	4	13	25	bn:02818166n	http://dbpedia.org/resource/1997	http://babelnet.org/rdf/s02818166n	1.0	0.5	0.22511849	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	6	6	29	33	bn:00016756n	http://dbpedia.org/resource/Cathay	http://babelnet.org/rdf/s00016756n	0.84210527	0.8	0.30331755	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	7	7	35	42	bn:00088643v		http://babelnet.org/rdf/s00088643v	0.0	0.0	0.0	MCS
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	8	8	44	47	bn:00047447n	http://dbpedia.org/resource/Iran	http://babelnet.org/rdf/s00047447n	0.8333333	0.5	0.15402843	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	11	11	61	67	bn:00008694n	http://dbpedia.org/resource/Barrel_(unit)	http://babelnet.org/rdf/s00008694n	1.0	0.2	0.009478673	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	13	13	72	78	bn:00006850n	http://dbpedia.org/resource/Calcium	http://babelnet.org/rdf/s00006850n	0.9	0.3	0.021327015	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	13	14	72	91	bn:00014679n	http://dbpedia.org/resource/Calcium_hypochlorite	http://babelnet.org/rdf/s00014679n	1.0	0.2	0.014218009	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	14	14	80	91	bn:00045579n	http://dbpedia.org/resource/Hypochlorite	http://babelnet.org/rdf/s00045579n	1.0	0.2	0.014218009	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	18	18	130	144	bn:15881361n	http://dbpedia.org/resource/Decontamination	http://babelnet.org/rdf/s15881361n	1.0	0.1	0.0023696683	BABELFY
185	23574	2	3	0	4099203	In January - February 1997 , China supplied Iran with 40,000 barrels of calcium hypochlorite , a chemical-biological-radiological decontamination agent .	19	19	146	150	bn:03650351n	http://dbpedia.org/resource/Sports_agent	http://babelnet.org/rdf/s03650351n	1.0	0.2	0.009478673	BABELFY
